"Energy Consumption by Sector and Source"
"https://www.eia.gov/outlooks/aeo/data/browser/#/?id=2-AEO2017&cases=ref2017&sourcekey=0"
"Sun Oct 28 2018 17:17:29 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"",full name,api key,"units","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","Growth (2016-2050)"
Other Petroleum,"Energy Use: Total: Other Petroleum": Reference case,2-AEO2017.131.ref2017-d120816a,"quads",3.544804,3.577558,3.671082,3.819719,3.777201,3.711691,3.702302,3.710742,3.722703,3.735982,3.72964,3.72723,3.736176,3.742589,3.771277,3.807677,3.830213,3.844909,3.853133,3.875855,3.89329,3.918143,3.947707,3.970398,4.012149,4.035498,4.058329,4.087574,4.118515,4.154238,4.190718,4.225297,4.254492,4.283185,4.311204,4.355249,"0.6%"
Petroleum and Other Liquids Subtotal,"Energy Use: Total: Liquid Fuels Subtotal": Reference case,2-AEO2017.132.ref2017-d120816a,"quads",36.57003,36.8881,37.20694,37.795448,37.977581,37.854076,37.814545,37.75528,37.619629,37.375484,37.026241,36.702877,36.401855,36.148403,35.962177,35.811474,35.66362,35.531857,35.461967,35.488041,35.536057,35.603973,35.703228,35.842339,36.020252,36.160767,36.294792,36.472614,36.690926,36.919502,37.15258,37.393291,37.645821,37.903385,38.200428,38.543541,"0.1%"
Natural Gas,"Energy Use: Total: Natural Gas": Reference case,2-AEO2017.133.ref2017-d120816a,"quads",25.867336,26.272036,26.368879,26.538689,26.184626,25.537464,25.391535,25.346817,25.458069,25.836483,26.261702,26.636641,26.755241,26.965685,27.199978,27.350365,27.313507,27.521404,27.653097,28.038984,28.475842,28.638086,28.955599,29.242743,29.501671,29.653427,29.901611,30.123831,30.304522,30.590031,30.899366,31.160402,31.446032,31.645006,31.82686,32.273899,"0.6%"
Natural-Gas-to-Liquids Heat and Power,"Energy Use: Total: Natural-Gas-to-Liquids Heat and Power": Reference case,2-AEO2017.134.ref2017-d120816a,"quads",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Lease and Plant Fuel,"Energy Use: Total: Lease and Plant Fuel": Reference case,2-AEO2017.135.ref2017-d120816a,"quads",1.630905,1.616485,1.68805,1.70691,1.704999,1.692746,1.703788,1.716056,1.735648,1.762232,1.788599,1.820695,1.823732,1.836249,1.848278,1.856563,1.85454,1.863152,1.869971,1.887709,1.916043,1.92637,1.94617,1.958326,1.969297,1.980987,1.993424,1.998907,2.002138,2.010792,2.019177,2.034487,2.048041,2.058902,2.067372,2.088311,"0.8%"
Natural Gas Liquefaction for Export,"Energy Use: Total: Liquefaction": Reference case,2-AEO2017.136.ref2017-d120816a,"quads",0,0.016396,0.055049,0.105097,0.193543,0.300965,0.31367,0.327444,0.348104,0.368764,0.382537,0.39631,0.410084,0.41697,0.41697,0.423857,0.430744,0.43763,0.444517,0.451404,0.45829,0.45829,0.45829,0.45829,0.45829,0.45829,0.45829,0.45829,0.45829,0.45829,0.45829,0.45829,0.45829,0.45829,0.45829,0.45829,"10.3%"
Pipeline Fuel Natural Gas,"Energy Use: Total: Pipeline Natural Gas": Reference case,2-AEO2017.137.ref2017-d120816a,"quads",0.691721,0.689081,0.654628,0.671993,0.679325,0.685566,0.681246,0.682652,0.689363,0.700402,0.711157,0.717854,0.720535,0.725172,0.729487,0.732801,0.731601,0.735136,0.738174,0.746432,0.756125,0.759808,0.766289,0.772512,0.778238,0.781133,0.786499,0.79084,0.794657,0.799976,0.80575,0.811169,0.817117,0.820688,0.823955,0.83204,"0.6%"
Natural Gas Subtotal,"Energy Use: Total: Natural Gas Subtotal": Reference case,2-AEO2017.138.ref2017-d120816a,"quads",28.189962,28.593996,28.766605,29.022688,28.762493,28.21674,28.090239,28.072969,28.231184,28.667879,29.143995,29.571499,29.709593,29.944077,30.194714,30.363586,30.330391,30.557322,30.705759,31.124531,31.606298,31.782555,32.12635,32.43187,32.707497,32.873837,33.139824,33.371868,33.559608,33.859089,34.182587,34.464348,34.769478,34.982887,35.176479,35.652538,"0.7%"
Metallurgical Coal,"Energy Use: Total: Metallurgical Coal": Reference case,2-AEO2017.139.ref2017-d120816a,"quads",0.5616,0.5219,0.5232,0.489715,0.473129,0.472519,0.4791,0.471329,0.459253,0.443005,0.430042,0.424838,0.414933,0.408553,0.399285,0.3937,0.378123,0.363825,0.356555,0.345438,0.330968,0.321477,0.310688,0.302017,0.288195,0.276736,0.262452,0.253083,0.24357,0.23734,0.230072,0.223195,0.21567,0.207674,0.202984,0.195893,"-2.8%"
Other Coal,"Energy Use: Total: Other Coal": Reference case,2-AEO2017.140.ref2017-d120816a,"quads",14.927788,13.413796,13.594764,13.639713,14.348518,14.760928,14.460071,13.974186,13.758244,13.436868,13.036308,12.582348,12.152805,11.779428,11.412761,11.110909,11.099325,10.982131,10.948806,10.802058,10.634318,10.634443,10.500022,10.375414,10.309677,10.262412,10.186311,10.130228,10.108544,10.023208,9.927055,9.890429,9.827421,9.789184,9.774889,9.640799,"-1.0%"
Coal-to-Liquids Heat and Power,"Energy Use: Total: Coal-to-Liquids Heat and Power": Reference case,2-AEO2017.141.ref2017-d120816a,"quads",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Net Coal Coke Imports,"Energy Use: Total: Net Coal Coke Imports": Reference case,2-AEO2017.142.ref2017-d120816a,"quads",-0.0178,-0.0016,0.0039,0.001689,0.002854,0.003031,0.003868,0.003173,0.003913,0.00394,0.004055,0.003997,0.004245,0.004369,0.004581,0.004838,0.005122,0.005425,0.005994,0.00643,0.006843,0.007161,0.007821,0.008503,0.008942,0.009597,0.010136,0.010182,0.01045,0.010674,0.010943,0.011343,0.011511,0.011967,0.012337,0.012647,"- -"
Coal Subtotal,"Energy Use: Total: Coal Subtotal": Reference case,2-AEO2017.143.ref2017-d120816a,"quads",15.471587,13.934096,14.121863,14.131117,14.824502,15.236478,14.943038,14.448689,14.22141,13.883812,13.470406,13.011183,12.571983,12.192351,11.816626,11.509447,11.482571,11.351381,11.311356,11.153927,10.972129,10.963081,10.818531,10.685933,10.606814,10.548745,10.458899,10.393493,10.362563,10.271221,10.16807,10.124968,10.054603,10.008825,9.99021,9.849339,"-1.0%"
Nuclear / Uranium,"Energy Use: Total: Nuclear": Reference case,2-AEO2017.144.ref2017-d120816a,"quads",8.337685,8.344957,8.284113,8.150873,8.052432,7.967206,8.077239,8.114388,8.142645,8.153687,8.089303,7.995818,8.013367,8.028037,8.035358,8.032678,8.015324,7.976371,7.962672,7.805416,7.544044,7.493503,7.385852,7.353649,7.317339,7.340241,7.27309,7.21433,7.154865,7.041212,6.90728,6.80286,6.624632,6.539132,6.51398,6.360683,"-0.8%"
Biofuels Heat and Coproducts,"Energy Use: Total: Biofuels Heat and Coproducts": Reference case,2-AEO2017.145.ref2017-d120816a,"quads",0.847706,0.898128,0.897241,0.872821,0.870953,0.866112,0.86183,0.86224,0.862307,0.861538,0.862265,0.853404,0.851329,0.851019,0.849635,0.850088,0.839552,0.836616,0.836565,0.836565,0.836565,0.836566,0.837562,0.839557,0.841465,0.841987,0.83785,0.837857,0.835229,0.835229,0.834017,0.833936,0.835495,0.834911,0.82205,0.797979,"-0.3%"
Renewable Energy,"Energy Use: Total: Renewable Energy": Reference case,2-AEO2017.146.ref2017-d120816a,"quads",7.06404,7.392199,7.693906,8.184353,8.563398,9.096611,9.742903,10.579597,11.042986,11.168877,11.204058,11.251542,11.365679,11.439027,11.578715,11.729014,11.834656,11.881033,12.053375,12.166736,12.278228,12.496686,12.609693,12.783604,12.962828,13.182612,13.357821,13.543041,13.785078,14.00802,14.161062,14.324553,14.530297,14.735012,14.970173,15.049728,"2.1%"
Hydrogen,"Energy Use: Total: Hydrogen": Reference case,2-AEO2017.147.ref2017-d120816a,"quads",0.000285,0.000571,0.000891,0.001948,0.003743,0.006285,0.009499,0.013064,0.017088,0.021324,0.025733,0.029755,0.033517,0.036849,0.039914,0.042892,0.045646,0.048117,0.050441,0.052671,0.05476,0.05669,0.058466,0.060151,0.061751,0.063353,0.064861,0.066356,0.067824,0.069276,0.070628,0.071979,0.073392,0.074876,0.076431,0.078097,"15.6%"
Non-biogenic Municipal Waste,"Energy Use: Total: Non-biogenic Municipal Waste": Reference case,2-AEO2017.148.ref2017-d120816a,"quads",0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,"0.0%"
Electricity Imports,"Energy Use: Total: Electricity Imports": Reference case,2-AEO2017.149.ref2017-d120816a,"quads",0.226564,0.194505,0.112741,0.188292,0.191673,0.193171,0.208414,0.209135,0.204175,0.199161,0.194711,0.188071,0.184956,0.175012,0.170748,0.169317,0.171509,0.161493,0.158939,0.156415,0.154692,0.152348,0.150276,0.148204,0.146132,0.144033,0.143353,0.142673,0.141993,0.141313,0.140633,0.140633,0.140633,0.14068,0.140698,0.140698,"-0.9%"
Total,"Energy Use: Total: Total": Reference case,2-AEO2017.150.ref2017-d120816a,"quads",96.933075,96.471756,97.309509,98.572754,99.471992,99.661896,99.972923,100.280571,100.566643,100.556976,100.24192,99.829361,99.357491,99.039993,98.873093,98.733719,98.608482,98.569405,98.766281,99.009514,99.207985,99.610611,99.915169,100.370514,100.889297,101.380791,101.7957,102.267448,102.823296,103.370079,103.842064,104.381783,104.899559,105.444923,106.115662,106.697815,"0.3%"
Energy Use & Related Statistics,,2-AEO2017.152.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered Energy Use,"Energy Use & Related Statistics: Delivered Energy Use": Reference case,2-AEO2017.153.ref2017-d120816a,"quads",71.461258,71.660484,72.434898,73.578033,74.188126,74.237167,74.462585,74.706345,74.867065,74.841827,74.63398,74.425583,74.057526,73.862495,73.746216,73.670395,73.558479,73.551544,73.64962,73.899483,74.149673,74.43679,74.755455,75.124344,75.557358,75.919395,76.256241,76.637253,77.063019,77.538368,78.012039,78.500885,78.990913,79.457237,80.005898,80.601746,"0.3%"
Total Energy Use,"Energy Use & Related Statistics: Total Energy Use": Reference case,2-AEO2017.154.ref2017-d120816a,"quads",96.933075,96.471756,97.309509,98.572754,99.471992,99.661896,99.972923,100.280571,100.566643,100.556976,100.24192,99.829361,99.357491,99.039993,98.873093,98.733719,98.608482,98.569405,98.766281,99.009514,99.207985,99.610611,99.915169,100.370514,100.889297,101.380791,101.7957,102.267448,102.823296,103.370079,103.842064,104.381783,104.899559,105.444923,106.115662,106.697815,"0.3%"
Ethanol Consumed in Motor Gasoline and E85,"Energy Use & Related Statistics: Ethanol Consumed in Motor Gasoline and E85": Reference case,2-AEO2017.155.ref2017-d120816a,"quads",1.18179,1.218153,1.216854,1.234765,1.227322,1.215338,1.200966,1.190621,1.181773,1.175015,1.167175,1.151348,1.140874,1.134753,1.127298,1.121719,1.11367,1.106938,1.102804,1.101849,1.102331,1.102329,1.102332,1.102306,1.102319,1.102306,1.102332,1.102369,1.106232,1.114156,1.130269,1.151064,1.180104,1.206961,1.236845,1.254033,"0.1%"
Population (millions),"Energy Use & Related Statistics: Population": Reference case,2-AEO2017.156.ref2017-d120816a,"millions",321.977692,324.4935,327.145142,329.775482,332.40213,335.019867,337.623413,340.210052,342.776581,345.320312,347.83725,350.32663,352.779358,355.192596,357.563019,359.888092,362.166168,364.396423,366.578705,368.71344,370.802277,372.850159,374.858398,376.828949,378.764435,380.668091,382.543365,384.394104,386.223938,388.037231,389.838287,391.632538,393.419922,395.203339,396.988098,398.777313,"0.6%"
Gross Domestic Product (billion 2009 dollars),"Energy Use & Related Statistics: Gross Domestic Product": Reference case,2-AEO2017.157.ref2017-d120816a,"billion 2009 $",16397.199219,16651.755859,17113.863281,17499.224609,17816.785156,18235.726562,18733.505859,19220.935547,19649.935547,20126.998047,20558.339844,20905.552734,21284.435547,21724.974609,22164.972656,22585.408203,23007.966797,23445.144531,23953.267578,24510.802734,25054.046875,25589.572266,26150.734375,26764.792969,27324.046875,27851.509766,28413.130859,29000.740234,29600.431641,30191.017578,30781.542969,31370.693359,31923.365234,32468.044922,33061.589844,33652.632812,"2.1%"
Carbon Dioxide Emissions (million metric,,2-AEO2017.158.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tons carbon dioxide),"Energy Use & Related Statistics: Carbon Dioxide Emissions": Reference case,2-AEO2017.159.ref2017-d120816a,"MMmtCO2",5259.136719,5157.054688,5182.859375,5222.204102,5271.917969,5271.713867,5230.171387,5170.126953,5140.669434,5110.268066,5068.583984,5021.451172,4965.311523,4923.047363,4886.088379,4850.915527,4832.083984,4818.46875,4814.811035,4819.30957,4827.145996,4836.463379,4844.880859,4855.047852,4869.200195,4878.371582,4891.267578,4907.512695,4927.537598,4947.994629,4968.348145,4992.331055,5013.102539,5032.945312,5055.915527,5084.181641,"-0.0%" 
